Id,Artist Name,Track Name,Popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,Class,duration_ms_standard_log,loudness_capped,key_10.0,key_11.0,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_Unknown,mode_0.0,time_signature_-1.0,time_signature_0.0,time_signature_1.0
1,Marina Maximilian,Not Afraid,-0.3043478260869565,-0.9336283185840708,-0.4617563739376769,0.0832952468007312,-0.1863354037267081,0.6826676461093992,0.0,-0.1449047094030556,-0.6581769436997318,0.7672333592088032,-0.0457612387025123,9,-0.2578875957616994,0.0832952468007312,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,The Black Keys,Howlin' for You,1.0,0.79646017699115,0.1359773371104817,0.3355804387568555,0.8385093167701863,-0.1449847836887467,0.74827676468022,-0.1575051189163648,-0.2694369973190347,0.30484068808997533,-0.20102579898673253,6,-0.5212914545993205,0.3355804387568555,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3,Royal & the Serpent,phuck u,0.0856521739130434,0.1725663716814155,0.2974504249291787,0.2101234003656306,0.3064182194616976,-0.2178605342748108,11.012651601081929,0.9765317372814616,0.4142091152815013,0.9455726280983902,-0.6174465952343962,10,-1.613648509087969,0.2101234003656306,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
4,Detroit Blues Band,Missing You,-1.391304347826087,-0.1327433628318585,-1.1076487252124645,-1.759026508226691,-0.329192546583851,1.597936308460835,0.30328941628130185,1.077335013387935,0.0549597855227882,1.2423069857842939,0.8425392545505903,2,0.7180721063041626,-1.759026508226691,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
5,Coast Contra,My Lady,0.1739130434782608,0.0884955752212385,0.2209631728045328,0.4381855575868372,4.180124223602485,0.2528365950259816,0.0,0.5166167900456764,0.371313672922252,-0.7525376725113624,0.46436516458855187,5,0.37733503041095695,0.4381855575868372,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6,Beck,Fuckin With My Head (Mountain Dew Rock),-0.2608695652173913,0.4955752212389379,0.3229461756373937,-0.19367001828153552,3.496894409937888,-0.1971890288082382,0.7901579268824711,0.4977161757757126,0.2908847184986594,-0.9012959462422302,0.11782997007669636,10,-0.023191525032608275,-0.19367001828153552,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
7,Shadow and Light,Blue,-1.434782608695652,0.4999999999999999,-0.7592067988668555,-1.303587751371115,-0.3540372670807454,1.1297455006009496,5.027135503010209,-0.2444479445581981,0.1273458445040215,0.28407710494972027,-25.2791425433189,0,,-1.303587751371115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8,Within The Ruins,Devil In Me,0.0434782608695652,-0.4601769911504426,0.8243626062322947,0.9322440585009139,3.973084886128365,-0.2203819304245969,-0.06584067707878892,1.5939518034336115,-1.160053619302949,0.4709967586529746,0.0470093930792611,8,-0.1202724718428364,0.9322440585009139,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
9,Crazy Cavan,My Little Sister Gotta Motorbike,-0.2608695652173913,-0.4380530973451328,0.3314447592067989,-0.6280850091407679,0.6107660455486542,0.5572569946714958,0.0,1.3230429988974644,0.6367292225201071,1.5083463204489294,-0.5555982979529082,10,-1.3913672955437792,-0.6280850091407679,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
10,Day Sulan,Bailar,0.6086956521739131,1.3584070796460173,-0.4645892351274786,0.24531535648994499,0.8799171842650103,0.804690794899489,-0.06697844865195002,0.7371239565285871,0.0067024128686327,-0.4042024923410584,-0.044500577111731596,5,-0.25592933748405,0.24531535648994499,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
11,Dierks Bentley,What Was I Thinkin',1.0434782608695652,0.0265486725663717,0.3569405099150142,0.17675959780621558,-0.0641821946169773,0.1780314151377874,-0.06829770526132102,-0.1833359584186486,1.21313672922252,1.0618107693310497,-25.069164284520344,4,,0.17675959780621558,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
12,Elderbrook,My House,0.3043478260869565,1.376106194690265,-0.2662889518413597,-0.1548217550274222,0.0186335403726707,-0.1642479812192052,14.467847482767645,-0.3962828791935737,0.3203753351206433,0.09334131324922819,-0.3281501988864754,6,-0.7783300712787878,-0.1548217550274222,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
13,Alter Bridge,Blackbird,0.5652173913043478,-1.1769911504424777,0.3031161473087821,0.525479890310786,-0.0476190476190476,-0.2065638196636922,0.15147020329814154,-0.0819026618365096,-0.9343163538873992,0.6969310902658852,1.9627934541619385,8,1.4225993251585594,0.525479890310786,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
14,Thieves Like Us,Drugs in My Body - Designer Drugs Remix,-1.0869565217391304,0.9115044247787608,-0.2124645892351273,0.8335237659963436,0.0993788819875776,-0.2202565816153584,0.9192915103394119,1.108836037171208,0.6152815013404824,0.13733356245963116,0.6886519573030444,6,0.5887115380652773,0.8335237659963436,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
15,"Kelsea Ballerini, Kenny Chesney",half of my hometown (feat. Kenny Chesney),1.1304347826086956,0.1150442477876102,-0.2294617563739376,0.4678930530164533,-0.0538302277432713,0.1657778331045094,0.0,0.1890061426996377,-0.5160857908847184,0.4259378870209828,-25.293754080287876,4,,0.4678930530164533,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
16,DJ Enimoney,Sugar Daddy,0.1304347826086956,1.5754424778761025,-0.3966005665722377,-0.8842550274223032,0.8385093167701863,-0.1634197083457488,8.813890585463747,-0.1638053236730194,-0.1836461126005361,-0.14351997250484438,-0.7282559147643549,9,-2.1209321499340343,-0.8842550274223032,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
17,Attawalpa,Done Hanging On - Joel Wolf Alice Remix,-0.8260869565217391,-0.0707964601769912,0.0764872521246459,0.550845521023766,0.9047619047619048,-0.1030637775863274,15.39272314806736,-0.4038431249015593,-0.3230563002680964,0.23641093406495706,0.7366586218943038,6,0.6302906523602434,0.550845521023766,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
18,Foo Fighters,Run,0.7391304347826086,-0.7964601769911506,0.5467422096317283,-0.233660877513711,0.6521739130434783,-0.2204929180707353,1.5859000087252422,3.918727358639156,-0.8163538873994637,0.38097382627091037,1.0355400847223841,10,0.8658286214629052,-0.233660877513711,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
19,The Collective Projekt,Dama Dam Mast Kalandar,-1.4782608695652173,-1.3849557522123894,0.5552407932011334,0.9550959780621573,0.0952380952380952,1.207166698752774,0.0,-0.0315010237832729,-0.3686327077747987,1.3127277683296104,-24.707871565843764,0,,0.9550959780621573,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
20,Mohammed Rafi,All Line Clear,-1.7391304347826086,-0.088495575221239,-0.8611898016997166,-0.5204524680073127,0.6211180124223603,1.239227414540249,-0.046592792950004305,0.61742006615215,1.0951742627345844,0.10611707958780978,-25.531999089634265,3,,-0.5204524680073127,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
21,Die Apokalyptischen Reiter,Ghostriders in the Sky,0.2608695652173913,-0.5663716814159294,0.7337110481586403,0.7791361974405849,1.5507246376811594,-0.2039581359982379,-0.06395602477968762,-0.1197038903764372,-0.8163538873994637,0.23401695929650304,0.024328909307497256,8,-0.15275604938023893,0.7791361974405849,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
22,Volbeat,A Warrior's Call,0.782608695652174,-0.756637168141593,0.577903682719547,0.5766681901279707,0.7329192546583851,-0.2184741337021134,-0.06830381293080881,0.7245235470152779,-0.1380697050938337,-0.2593551674893487,0.546290408184075,10,0.4580788176356915,0.5766681901279707,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
23,Danny Weissfeld,חול הים,-0.6956521739130435,-0.5000000000000001,-0.320113314447592,-0.1381398537477148,-0.401656314699793,0.796849191874335,-0.06832108891021721,0.0945030713498187,-0.7707774798927612,-0.9039269482154814,0.009117295734045522,9,-0.17494802244060317,-0.1381398537477148,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
24,Metric,Combat Baby,0.3043478260869565,0.4601769911504423,0.6090651558073658,0.1861288848263254,-0.0331262939958593,-0.2044902841099627,-0.06552656836227201,-0.1845959993699795,0.6930294906166219,0.4518923659463014,0.00927554764192892,10,-0.17471543381293414,0.1861288848263254,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
25,Tyla Yaweh,Tommy Lee (feat. Post Malone) - Tommy Lee Remix,0.782608695652174,-0.1814159292035399,-0.2889518413597733,0.1774451553930529,1.0952380952380951,0.3070811873406853,0.0,-0.2148369822019216,0.205093833780161,-0.04944387492074399,0.23271528467996433,10,0.12191512017510378,0.1774451553930529,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
26,Underoath,A Boy Brushed Red Living In Black And White,0.782608695652174,-0.5575221238938055,0.6600566572237964,0.7791361974405849,1.2194616977225672,-0.2157730455282806,0.0,0.0504016380532367,-0.0951742627345843,1.1808932370212795,0.5902220173556709,8,0.49963194547645196,0.7791361974405849,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
27,Adi-Keshet Cohen,Requiem,-1.3043478260869563,-0.2522123893805311,-0.3229461756373937,-0.4390996343692871,-0.2194616977225674,0.9197684994031996,0.31724980368205224,-0.1134036856197826,-0.7412868632707773,0.36428711105317113,-0.15252599283642523,6,-0.43388111425587494,-0.4390996343692871,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
28,Human Impact,Genetic,-1.0,-1.6327433628318584,0.5892351274787537,0.025708409506398598,1.9648033126293996,-0.2160824138714432,0.40275717651164816,-0.1638053236730194,-0.8002680965147452,-0.43293018956250706,0.702192767620511,8,0.6005578803971308,0.025708409506398598,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
29,a crowd of rebellion,Meteor,-0.3478260869565217,-0.3141592920353984,0.6912181303116147,1.1066384826325408,0.2194616977225672,-0.2204847487801876,-0.06641654305906981,1.480548117813829,-0.1541554959785522,-0.3939155116528499,-0.07345604908530216,10,-0.30157300239550916,1.1066384826325408,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
30,Planet of Zeus,Leftovers,-0.2608695652173913,-0.4115044247787611,0.6118980169971674,0.7261197440585009,-0.2401656314699794,-0.2205593719039991,-0.06512520722450041,-0.3660418963616317,0.111260053619303,-0.35708148402732925,0.23440171526502782,8,0.12394291499910032,0.7261197440585009,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
31,Arlo Guthrie,Coming into Los Angeles (Taking Woodstock - Original Motion Picture Soundtrack) - Live,-0.4347826086956521,0.3318584070796457,0.4220963172804533,-0.0428473491773307,-0.1656314699792961,0.6331713086865545,-0.05043189948521071,3.584816506536462,0.6742627345844503,0.31991561831509174,-1.0731200785740016,10,,-0.0428473491773307,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
32,Give a Little Love (feat. Sufjan Stevens),"Mina Tindle, Sufjan Stevens",-0.3478260869565217,0.0796460176991146,-1.2294617563739376,-0.8111288848263255,-0.3105590062111802,1.692356651901613,0.21778204345170582,-0.0567018428098913,-0.5911528150134047,0.28791694566743875,-25.410444332703825,0,,-0.8111288848263255,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
33,Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,-1.8695652173913044,-0.6283185840707964,0.577903682719547,0.7160648994515539,0.3995859213250518,1.0573044712495012,5.253991798272403,0.9954323515514252,0.0469168900804289,-0.10407864562655188,1.6770108100170062,10,1.2721503743830043,0.7160648994515539,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
34,Our Lady Peace,Superman's Dead,0.4782608695652174,-1.3185840707964602,0.481586402266289,-0.3127285191956123,0.1469979296066251,-0.1914396843716336,-0.06825599860396121,-0.2116868798235943,0.3230563002680964,1.308390170481817,0.47536680373922796,10,0.3884369200785098,-0.3127285191956123,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
35,Reeshabh Purohit,Soona Soona,0.0508695652173913,-0.3451327433628318,-1.43342776203966,-2.715150822669104,-0.3229813664596274,1.3251513136368922,1.7987959165866856,-0.1512049141597102,-0.9986595174262732,-0.4753343565007674,-24.642999898808533,0,,-2.715150822669104,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
