Class,key_4.0,tempo_capped,speechiness,key_6.0,acousticness,speechiness_log,key_3.0,mode_major,key_11.0,time_signature_4,duration_ms_standard_log,Popularity,acousticness_log,instrumentalness_log,key_5.0,time_signature_5,tempo_Medium,key_8.0,tempo_density,danceability,vocal_polarity,key_2.0,key_9.0,key_Unknown,energy,valence,key_7.0,acoustic_electronic_polarity,log_acousticness,liveness,key_10.0,activation_valence_index,time_signature_3,log_duration_in min/ms,loudness_capped,loudness,instrumentalness,tempo_Fast
9,False,0.7672333592088034,-0.1863354037267081,False,0.692922401102881,-0.20620704178331148,False,False,False,True,-0.0457612387025122,-0.3043478260869565,0.5264562669575241,-0.025414093503022227,False,False,False,False,-9.28389642331843,-0.9336283185840708,0.040457789353894,False,True,False,-0.4617563739376769,-0.6581769436997318,False,0.5906120829315231,0.6826676461093991,-0.1449047094030556,False,0.7438045579705896,False,-0.045761238702508,0.0832952468007313,0.0832952468007313,-0.0250938738613448,False
6,False,0.3048406880899754,0.8385093167701863,False,-0.1267612215809519,0.6089550893395973,False,True,True,True,-0.2010257989867321,1.0,-0.13554624574243673,0.580184188757198,False,False,False,False,-0.8404567021228633,0.79646017699115,0.2358762287345182,False,False,False,0.1359773371104817,-0.2694369973190347,False,-0.22273395886999095,-0.1449847836887469,-0.1575051189163648,False,-0.16993940196695256,False,-0.2010257989867321,0.3355804387568556,0.3355804387568556,0.7863674292469232,False
10,False,0.9455726280983904,0.3064182194616976,False,-0.1880552375166483,0.2672892088886404,False,True,False,True,-0.6174465952343948,0.268695652173913,-0.2083229676327016,2.4858782356850693,False,False,False,False,-0.8487610936401506,0.1725663716814155,-1.8597885155348155,False,False,False,0.2974504249291787,0.4142091152815013,True,-0.3739768555397918,-0.217860534274811,0.9765317372814616,False,0.2589387829958713,False,-0.6174465952343907,0.2101234003656307,0.2101234003656307,11.011664696474517,False
2,False,1.242306985784294,-0.329192546583851,False,1.9289903497908727,-0.3992731378602434,False,True,False,False,0.8425392545505884,-1.391304347826087,1.074657773128961,0.2949611618219271,False,False,False,False,0.815557619959369,-0.1327433628318585,-0.43832663911008624,False,False,True,-1.1076487252124645,0.0549597855227882,False,1.3615762690717945,1.597936308460835,1.077335013387935,False,-0.23497466803536537,True,0.8425392545505926,-1.759026508226691,-1.759026508226691,0.3430741951185592,False
5,False,-0.7525376725113626,4.180124223602485,True,0.2372829871252657,1.644829037374284,False,False,False,True,0.4643651645885508,0.1739130434782608,0.21291783614347562,-0.02577970628749094,False,False,False,False,-0.8981213510581791,0.0884955752212385,1.7668911950651263,False,False,False,0.2209631728045328,0.371313672922252,False,-0.05261978369501109,0.2528365950259817,0.5166167900456764,False,0.1485021154546638,False,0.4643651645885592,0.4381855575868373,0.4381855575868373,-0.0254502468534872,False
10,False,-0.9012959462422304,3.496894409937888,False,-0.1708297310559151,1.503387027401253,False,True,False,True,0.1178299700766961,-0.2608695652173913,-0.18732975417175823,0.6032712384732006,False,False,False,False,-4.236028790313862,0.4955752212389379,1.0484059621159727,False,False,False,0.3229461756373937,0.2908847184986594,True,-0.376883909238094,-0.1971890288082385,0.4977161757757126,False,0.18041351343778567,False,0.1178299700767003,-0.1936700182815354,-0.1936700182815354,0.8280891454001809,False
0,False,0.2840771049497203,-0.3540372670807454,False,1.2466995350141363,-0.4370134658430904,False,False,False,False,-25.279142543318844,-1.434782608695652,0.8094622659773416,1.7998824047175261,False,True,False,False,-0.0070592035814371805,0.4999999999999999,-1.8768596604760721,False,False,False,-0.7592067988668555,0.1273458445040215,False,0.9653825515082645,1.1297455006009496,-0.2444479445581981,False,-0.3310450931895351,False,-25.27914254331884,-1.303587751371115,-1.303587751371115,5.048936096238092,False
8,False,0.4709967586529747,3.973084886128365,False,-0.1901476739023763,1.6040403489873565,False,True,False,True,0.047009393079261,0.0434782608695652,-0.21090336139649543,-0.024959493342768407,False,False,False,False,5.546629430343223,-0.4601769911504426,1.7280908647280881,False,False,False,0.8243626062322947,-1.160053619302949,True,-0.7158426223370729,-0.2203819304245969,1.5939518034336115,False,-2.63750353424846,False,0.047009393079261,0.932244058500914,0.932244058500914,-0.0246505806272164,False
10,False,1.5083463204489298,0.6107660455486542,False,0.5527256583405379,0.47670987052581887,False,True,False,True,-0.5555982979529069,-0.2608695652173913,0.4400118758510863,0.0,False,False,False,False,-1.5039845629938489,-0.4380530973451328,0.6535796395048693,False,True,False,0.3314447592067989,0.6367292225201071,False,0.022670801375622024,0.5572569946714957,1.3230429988974644,False,0.4946062910896184,False,-0.5555982979529027,-0.6280850091407678,-0.6280850091407678,0.0,False
5,False,-0.4042024923410585,0.8799171842650103,False,0.8354557562445967,0.6312277249487206,False,False,False,True,-0.0445005771117315,0.6086956521739131,0.6072928191938431,-0.026122255139733666,False,False,False,False,5.028314880318811,1.3584070796460173,0.8220266712417453,False,False,False,-0.4645892351274786,0.0067024128686327,True,0.6446330636313656,0.804690794899489,0.7371239565285871,False,-0.07999246026995285,False,-0.0445005771117273,0.2453153564899451,0.2453153564899451,-0.0257840205827133,False
4,False,1.06181076933105,-0.0641821946169773,False,0.1648480033647218,-0.06633447382034158,False,False,False,True,-25.069164284520287,1.0434782608695652,0.15259060929098445,-0.027472183027177587,True,False,False,False,-0.024288522901746365,0.0265486725663717,0.17280822926480227,False,False,False,0.3569405099150142,1.21313672922252,False,-0.17936341230307445,0.1780314151377874,-0.1833359584186486,False,1.090194020688408,False,-25.069164284520284,0.1767595978062157,0.1767595978062157,-0.0270982546415409,False
6,False,0.0933413132492282,0.0186335403726707,True,-0.1431175082365586,0.01846206283973532,False,False,False,True,-0.3281501988864747,0.3043478260869565,-0.15445448558087155,2.737848863191151,False,False,False,False,-0.15833063451443022,1.376106194690265,-2.326782798587569,False,False,False,-0.2662889518413597,0.3203753351206433,False,0.024780358779323323,-0.1642479812192053,-0.3962828791935737,False,-0.30053975297195257,False,-0.3281501988864705,-0.1548217550274221,-0.1548217550274221,14.45370627911828,False
8,False,0.6969310902658853,-0.0476190476190476,True,-0.1786573825268126,-0.048790164169431986,False,False,False,False,1.962793454161934,0.5652173913043478,-0.19681493931901772,0.1754924363947238,False,False,False,False,0.1957597684526093,-1.1769911504424777,-9.634259511285421e-05,False,False,False,0.3031161473087821,-0.9343163538873992,False,-0.3702047830083378,-0.2065638196636922,-0.0819026618365096,False,-0.8315099583022367,True,1.9627934541619383,0.5254798903107861,0.5254798903107861,0.1918329740629998,False
6,False,0.1373335624596312,0.0993788819875776,False,-0.1900436946514942,0.09474536758936611,False,True,False,True,0.6886519573030428,-1.0869565217391304,-0.21077497678487364,0.671275276591861,False,False,False,False,0.10958047629339898,0.9115044247787608,-0.32856721037416575,False,False,False,-0.2124645892351273,0.6152815013404824,True,-0.04633443428808082,-0.2202565816153584,1.108836037171208,False,-0.4223879038276862,False,0.6886519573030471,0.8335237659963437,0.8335237659963437,0.9567311035393924,False
4,False,0.4259378870209829,-0.0538302277432713,False,0.1531649414678599,-0.05533326275836807,False,True,False,True,-25.29375408028782,1.1304347826086956,0.14251028523419154,-0.02663004988912408,False,False,False,False,-0.010160958683856039,0.1150442477876102,0.18228157671577125,False,False,False,-0.2294617563739376,-0.5160857908847184,False,0.19273763685403245,0.1657778331045094,0.1890061426996377,True,0.2461008642670286,False,-25.293754080287812,0.4678930530164534,0.4678930530164534,-0.0262785967596133,False
9,False,-0.1435199725048444,0.8385093167701863,False,-0.1424165245227469,0.6089550893395973,False,True,False,True,-0.7282559147643533,0.1304347826086956,-0.1536367571846631,2.28455091011756,False,False,False,False,0.10827919993571049,1.5754424778761025,-1.3534469614438858,False,False,False,-0.3966005665722377,-0.1836461126005361,False,0.10944374321318508,-0.1634197083457489,-0.1638053236730194,False,0.12378402748944801,False,-0.728255914764349,-0.8842550274223031,-0.8842550274223031,8.82127459842848,False
6,False,0.2364109340649571,0.9047619047619048,False,-0.0907773909386171,0.6443570163905133,False,True,False,True,0.7366586218943021,-0.8260869565217391,-0.09516532032944405,2.7957594971888793,True,False,False,False,0.17685275542155787,-0.0707964601769912,-1.797137013199989,False,False,False,0.0764872521246459,-0.3230563002680964,False,-0.15825245118029332,-0.1030637775863274,-0.4038431249015593,False,-0.13793630456433856,False,0.7366586218943063,0.5508455210237662,0.5508455210237662,15.37506084416939,False
10,True,0.3809738262709105,0.6521739130434783,False,-0.1902397364301236,0.5020919437972361,False,False,False,True,1.035540084722382,0.7391304347826086,-0.21101704602507115,0.9634802832936357,False,False,False,False,0.2028622227038823,-0.7964601769911506,-0.22119761422087175,False,False,False,0.5467422096317283,-0.8163538873994637,False,-0.5366709977534637,-0.2204929180707353,3.918727358639156,False,-1.2692014763606543,False,1.0355400847223903,-0.2336608775137109,-0.2336608775137109,1.6208017523120783,False
0,False,1.3127277683296106,0.0952380952380952,False,1.3518470920858938,0.09097177820572666,False,True,False,True,-24.70787156584371,-1.4782608695652173,0.8552010160547749,-0.005665836308684405,False,False,False,False,-0.030254288431117427,-1.3849557522123894,0.2991619881556236,True,False,False,0.5552407932011334,-0.3686327077747987,False,0.14624335762101617,1.2071666987527745,-0.0315010237832729,False,-0.6208152587834033,False,-24.707871565843707,0.9550959780621574,0.9550959780621574,-0.0056498157290869,False
3,False,0.1061170795878098,0.6211180124223603,True,1.3962427272939693,0.48311604233823047,False,True,False,True,-25.53199908963421,-1.7391304347826086,0.8739019803366876,-0.005491023358095881,False,False,False,False,-0.003138367416155432,-0.088495575221239,0.6646737825349995,False,False,False,-0.8611898016997166,1.0951742627345844,False,1.0728330286338625,1.239227414540249,0.61742006615215,False,-2.602215559863164,False,-25.531999089634205,-0.5204524680073126,-0.5204524680073126,-0.005475975245115,False
8,False,0.2340169592965031,1.5507246376811594,False,-0.1764843330139963,0.9363774904408925,False,False,False,True,0.0243289093074972,0.2608695652173913,-0.1941727046686626,-0.02303641582702692,True,False,False,False,5.324978298443983,-0.5663716814159294,1.1037014990688114,False,False,False,0.7337110481586403,-0.8163538873994637,False,-0.6465115213318098,-0.2039581359982379,-0.1197038903764372,False,-1.6787310838107221,False,0.0243289093074972,0.779136197440585,0.779136197440585,-0.0227731034003198,False
10,False,-0.2593551674893488,0.7329192546583851,False,-0.1885646190153515,0.5498074168369027,False,True,False,False,0.5462904081840738,0.782608695652174,-0.20895052429892075,-0.027478436933076854,False,False,False,False,-0.26370211817445666,-0.756637168141593,0.7473668160212911,False,False,False,0.577903682719547,-0.1380697050938337,False,-0.5554560918710336,-0.2184741337021135,0.7245235470152779,True,-0.2857252023118442,True,0.546290408184078,0.5766681901279708,0.5766681901279708,-0.0271043390584799,False
9,False,-0.9039269482154816,-0.401656314699793,False,0.826109306727107,-0.5135899655401406,False,True,False,True,0.0091172957340455,-0.6956521739130435,0.6021876416774955,-0.027496126764399397,False,False,False,False,-54.89532155867669,-0.5000000000000001,-0.24423551001964303,False,False,False,-0.320113314447592,-0.7707774798927612,True,0.5480563423680447,0.7968491918743351,0.0945030713498187,False,0.5903812403365367,False,0.0091172957340455,-0.1381398537477147,-0.1381398537477147,-0.0271215492663931,False
10,False,0.4518923659463015,-0.0331262939958593,False,-0.176928289366077,-0.03368739598367546,False,True,False,True,0.0092755476419289,0.3043478260869565,-0.19471194888840196,-0.0246387234923837,False,False,False,False,26.973877748714568,0.4601769911504423,0.20060944971604006,False,True,False,0.6090651558073658,0.6930294906166219,False,-0.5663823251428619,-0.2044902841099629,-0.1845959993699795,False,1.0609011505729946,False,0.0092755476419331,0.1861288848263255,0.1861288848263255,-0.024337667756067,False
10,False,-0.049443874920744,1.0952380952380951,False,0.2910250718508306,0.7396671961948381,False,True,False,True,0.2327152846799638,0.782608695652174,0.2554365321645674,0.0,False,False,False,False,-0.11847550051524035,-0.1814159292035399,0.8987875343055234,False,False,False,-0.2889518413597733,0.205093833780161,False,0.3040578787128758,0.3070811873406854,-0.2148369822019216,True,-0.2306444176704782,False,0.232715284679968,0.177445155393053,0.177445155393053,0.0,False
8,False,1.1808932370212797,1.2194616977225672,False,-0.186321471131154,0.7972646879781745,False,False,False,True,0.5902220173556696,0.782608695652174,-0.20618991866362127,0.3466692085885216,False,False,False,False,1.1069508507878392,-0.5575221238938055,0.629227951039038,False,False,False,0.6600566572237964,-0.0951742627345843,False,-0.6067156077533977,-0.2157730455282807,0.0504016380532367,False,-0.24019134612200588,False,0.590222017355678,0.779136197440585,0.779136197440585,0.4143487935470412,False
6,False,0.3642871110531712,-0.2194616977225674,False,0.9756524990069396,-0.24777146620456209,False,True,False,True,-0.1525259928364249,-1.3043478260869563,0.6808987230339002,0.3052626989878107,False,False,False,False,-1.3232326304840023,-0.2522123893805311,-0.3066574124181763,False,False,False,-0.3229461756373937,-0.7412868632707773,False,0.6007050172672338,0.9197684994031996,-0.1134036856197826,False,0.5706862427945906,False,-0.1525259928364249,-0.439099634369287,-0.439099634369287,0.3569814338363118,False
8,False,-0.4329301895625072,1.9648033126293996,False,-0.186578498492885,1.0868106938680182,False,False,False,False,0.7021927676205094,-1.0,-0.20650585174587865,0.36614425782256,True,True,False,False,-0.3422052301139216,-1.6327433628318584,0.8810693118373424,False,False,False,0.5892351274787537,-0.8002680965147452,False,-0.5611938176441086,-0.2160824138714433,-0.1638053236730194,False,-1.3368450814723873,False,0.7021927676205136,0.0257084095063987,0.0257084095063987,0.4421632709825464,False
10,False,-0.39391551165285,0.2194616977225672,False,-0.1902329602542234,0.19840952999901396,False,False,False,True,-0.073456049085302,-0.3478260869565217,-0.2110086779341024,-0.02554783877198268,False,False,False,False,2.9683456710455363,-0.3141592920353984,0.41788775032393033,False,False,False,0.6912181303116147,-0.1541554959785522,True,-0.6299461690566607,-0.2204847487801876,1.480548117813829,False,-0.357536036598257,False,-0.073456049085302,1.1066384826325408,1.1066384826325408,-0.0252242542243237,False
8,False,-0.3570814840273293,-0.2401656314699794,False,-0.1902948571161529,-0.2746548055980026,False,True,True,False,0.2344017152650273,-0.2608695652173913,-0.21108511871848087,-0.02422900058403235,False,False,False,False,-0.8443038721911659,-0.4115044247787611,-0.02447489949658868,False,False,False,0.6118980169971674,0.111260053619303,False,-0.5787826586525701,-0.2205593719039991,-0.3660418963616317,False,0.1110276193557099,True,0.2344017152650273,0.726119744058501,0.726119744058501,-0.0239378346429316,False
10,False,0.3199156183150918,-0.1656314699792961,False,0.6368437039979437,-0.18108009170588973,False,True,False,True,-1.0731200785739992,-0.4347826086956521,0.49276981673727194,-0.009343985269233593,False,False,False,False,-0.16589967401116898,0.3318584070796457,0.04890330086938243,False,False,True,0.4220963172804533,0.6742627345844503,False,-0.0017951328159568518,0.6331713086865544,3.584816506536462,False,0.6919841971333743,False,-1.0731200785739907,-0.0428473491773306,-0.0428473491773306,-0.009300465892497,False
0,False,0.2879169456674388,-0.3105590062111802,False,2.080870154450078,-0.371874163672129,True,True,False,True,-25.41044433270377,-0.3478260869565217,1.1252120747634755,0.22943758861752783,False,False,False,False,-0.0071107212140203895,0.0796460176991146,-0.3516762970149896,False,False,False,-1.2294617563739376,-0.5911528150134047,False,1.4728648747517818,1.6923566519016136,-0.0567018428098913,False,1.8784422306393231,False,-25.410444332703765,-0.8111288848263254,-0.8111288848263254,0.2578923579723246,False
10,False,-0.1040786456265519,0.3995859213250518,False,1.1508984274598686,0.3361764223903914,False,True,False,True,1.6770108100170025,-1.8695652173913044,0.7658856280920135,1.8365621264515977,False,False,False,False,-0.035199820288781526,-0.6283185840707964,-1.1900634019306229,False,False,False,0.577903682719547,0.0469168900804289,False,0.07394481841883171,1.0573044712495012,0.9954323515514252,False,0.0011105818582887238,False,1.6770108100170067,0.716064899451554,0.716064899451554,5.274928725401572,False
10,False,1.3083901704818173,0.1469979296066251,False,-0.166016309554408,0.137148033094711,False,True,False,True,0.4753668037392269,0.4782608695652174,-0.18154143263524095,-0.02742947882941098,False,False,False,False,1.5231097941986214,-1.3185840707964602,0.3625159912221766,False,False,False,0.481586402266289,0.3230563002680964,False,-0.47557242009063583,-0.1914396843716336,-0.2116868798235943,False,0.3457985109033157,False,0.4753668037392312,-0.3127285191956122,-0.3127285191956122,-0.0270567067658716,False
0,False,-0.4753343565007675,-0.3229813664596274,False,1.5177465710213331,-0.3900564827553194,False,True,False,True,-24.64299989880848,-0.0482608695652173,0.9233642836233678,1.04129638340038,False,False,False,False,0.009842769069346391,-0.3451327433628318,-1.1256902310677948,False,False,False,-1.43342776203966,-0.9986595174262732,False,1.4742324955025523,1.3251513136368924,-0.1512049141597102,False,3.7692435052612536,False,-24.642999898808476,-2.715150822669104,-2.715150822669104,1.8328871427578053,False
10,False,-1.0916524944150467,0.3105590062111801,False,-0.0491856905857887,0.2704537684916035,False,False,False,True,0.7136671596323163,0.1304347826086956,-0.050436493741644065,0.751482670652663,True,False,False,False,-0.847772199523092,0.8716814159292032,-0.23951245299346957,False,False,False,-0.5552407932011331,-0.0978552278820374,False,0.2785005045959095,-0.0553743130880029,-0.0567018428098913,False,0.07414407507125793,False,0.7136671596323247,-0.3159277879341865,-0.3159277879341865,1.1201411584729852,False
