Class,loudness,loud_minor_interaction,time_signature_0.0,tempo_capped,key_5.0,loudness_capped,acousticness_log,acousticness,instrumentalness,key_10.0,time_signature_1.0,key_Unknown,valence,time_signature_-1.0,key_6.0,duration_in min/ms,key_11.0,speechiness,instrumentalness_log,speechiness_log,key_3.0,energy,key_9.0,Popularity,key_4.0,mode_0.0,key_8.0,activation_valence_index,liveness,tempo_density,vocal_polarity,tempo_Medium,key_7.0,tempo_Fast,danceability,key_2.0,duration_ms_standard_log,acoustic_electronic_polarity
9,0.0832952468007312,0.0832952468007312,True,0.7672333592088032,False,0.0832952468007312,0.5203804186483266,0.6826676461093992,0.0,False,False,False,-0.6581769436997318,False,False,-0.0457612387025123,False,-0.1863354037267081,0.0,-0.20620704178331148,False,-0.4617563739376769,True,-0.3043478260869565,False,False,False,0.7438045579705896,-0.1449047094030556,-1.5762582757529704,-0.01956288968244849,False,False,False,-0.9336283185840708,False,-0.2578875957616994,0.5919760122882124
6,0.3355804387568555,0.3355804387568555,True,0.3048406880899753,False,0.3355804387568555,-0.15663601334847196,-0.1449847836887467,0.74827676468022,False,False,False,-0.2694369973190347,False,False,-0.2010257989867325,True,0.8385093167701863,0.5586305968970465,0.6089550893395973,False,0.1359773371104817,False,1.0,False,True,False,-0.16993940196695256,-0.1575051189163648,-0.30379589245921007,0.22687719788877703,False,False,False,0.79646017699115,False,-0.5212914545993205,-0.2283412173696507
10,0.2101234003656306,0.2101234003656306,True,0.9455726280983902,False,0.2101234003656306,-0.24572220942126835,-0.2178605342748108,11.012651601081927,False,False,False,0.4142091152815013,False,False,-0.6174465952343962,False,0.3064182194616976,2.4859603944941475,0.2672892088886404,False,0.2974504249291787,False,0.0856521739130434,False,True,False,0.2589387829958713,0.9765317372814616,-0.30443710788310463,-1.9528606471458032,False,True,False,0.1725663716814155,False,-1.613648509087969,-0.38957916564394174
2,-1.759026508226691,-1.759026508226691,False,1.242306985784294,False,-1.759026508226691,0.9547174023439058,1.597936308460835,0.3032894162813018,False,False,True,0.0549597855227882,True,False,0.8425392545505903,False,-0.329192546583851,0.2648913888135932,-0.3992731378602434,False,-1.1076487252124645,False,-1.391304347826087,False,True,False,-0.23497466803536537,1.077335013387935,0.9285006486234281,-0.45950522667776234,False,False,False,-0.1327433628318585,False,0.7180721063041626,1.2871167347998205
5,0.4381855575868372,0.4381855575868372,True,-0.7525376725113624,False,0.4381855575868372,0.22541025641684642,0.2528365950259816,0.0,False,False,False,0.371313672922252,False,True,0.4643651645885518,False,4.180124223602485,0.0,1.644829037374284,False,0.2209631728045328,False,0.1739130434782608,False,False,False,0.1485021154546638,0.5166167900456764,-1.0541752494915562,1.7586570660890046,False,False,False,0.0884955752212385,False,0.3773350304109569,-0.03717921307583343
10,-0.1936700182815355,-0.1936700182815355,True,-0.9012959462422302,False,-0.1936700182815355,-0.21963599599518632,-0.1971890288082382,0.7901579268824711,False,False,False,0.2908847184986594,False,False,0.1178299700766963,False,3.496894409937888,0.5823038432695067,1.503387027401253,False,0.3229461756373937,False,-0.2608695652173913,False,True,False,0.18041351343778567,0.4977161757757126,20.69618226631605,1.0633819530677497,False,True,False,0.4955752212389379,False,-0.0231915250326082,-0.38919919569957295
0,-1.303587751371115,-1.303587751371115,False,0.2840771049497202,False,-1.303587751371115,0.7560024892966981,1.1297455006009496,5.027135503010209,False,True,False,0.1273458445040215,False,False,-25.2791425433189,False,-0.3540372670807454,1.7962718569112268,-0.4370134658430904,False,-0.7592067988668555,False,-1.434782608695652,False,False,False,-0.3310450931895351,-0.2444479445581981,,-1.9668998928455526,False,False,False,0.4999999999999999,False,,0.9350146502243034
8,0.932244058500914,0.932244058500914,True,0.4709967586529746,False,0.932244058500914,-0.2489511336088673,-0.2203819304245969,-0.0658406770787889,False,False,False,-1.160053619302949,False,False,0.0470093930792611,False,3.973084886128365,-0.06810827401453445,1.6040403489873565,False,0.8243626062322947,False,0.0434782608695652,False,True,False,-2.63750353424846,1.5939518034336115,-2.0772029940432084,1.784901952881555,False,True,False,-0.4601769911504426,False,-0.1202724718428364,-0.7307314183866684
10,-0.6280850091407679,-0.6280850091407679,True,1.5083463204489294,False,-0.6280850091407679,0.44292593682383846,0.5572569946714958,0.0,False,False,False,0.6367292225201071,False,False,-0.5555982979529082,False,0.6107660455486542,0.0,0.47670987052581887,False,0.3314447592067989,True,-0.2608695652173913,False,True,False,0.4946062910896184,1.3230429988974644,-0.5695939706973905,0.6364894127419215,False,False,False,-0.4380530973451328,False,-1.3913672955437792,0.03169852892870269
5,0.2453153564899449,0.2453153564899449,True,-0.4042024923410584,False,0.2453153564899449,0.5903892723456811,0.804690794899489,-0.06697844865195,False,False,False,0.0067024128686327,False,False,-0.0445005771117315,False,0.8799171842650103,-0.06932697942188137,0.6312277249487206,False,-0.4645892351274786,False,0.6086956521739131,False,False,False,-0.07999246026995285,0.7371239565285871,0.8482723368525084,0.851528630518967,False,True,False,1.3584070796460173,False,-0.25592933748405,0.6388505422388653
