Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice,SalePrice_log,GrLivArea_log,TotalBsmtSF_log,LotArea_log,1stFlrSF_scaled,GarageArea_scaled,HouseAge,RemodAge,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_RFn,GarageFinish_Unf,CentralAir_Y,TotalSF,OverallQual_GrLivArea,BathPerRoom,GarageQuality,FireplacesPerSF,FrontageRatio,Street_Pave,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,MasVnrType_BrkFace,MasVnrType_Stone,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasW,Heating_Grav,Heating_OthW,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Typ,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Othr,MiscFeature_Shed
-1.7348758099496482,0.15278550959119255,-0.23252367209145183,-0.24620399144513697,0.8089932439064584,-0.5605689323197035,1.0779552900170746,0.8933235899391746,0.7239814344135187,0.0,3,4,3,0.7196614384343867,-0.2897573057420456,-1.0089458351333545,-0.5716627381801005,0.0,-0.8634039782749271,1.3006421546303149,-0.11321979000221992,0.634551157276774,1.133613272409687,-0.24470205493557656,0.9150771921783847,1.2931837358511546,0.20098650064059703,-0.19223226273338156,0.0,1.143837934809344,-0.9206365314474275,0,1.039860608353443,0.4092915910936164,0.4811449340947291,3,3,-0.7528338308686585,0.26705817520297415,-0.3789300327479652,-0.10778500740716919,-0.2777627167687017,-0.049294810442501176,0,-0.08281199525614229,-1.583573176650946,0.14473945123558488,208500,12.24769911637256,0.7142831676750324,-0.4399906051030862,-0.16241822811893467,-0.8634039782749274,0.48114493409472925,-1.0702122988226286,-0.8846804534690924,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,0.14834705958405042,0.7893905763435279,0.9102675684775133,-0.04295054987969897,-0.8933848117573663,-0.009865085010073318,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
-1.7325043170285785,-0.8812600663712978,0.6976879137676423,-0.04052067238482807,0.002633012998881914,2.1500768917262296,0.19716843220649047,-0.4054885660781487,-0.5539678704929726,0.0,3,4,3,1.4024867855870533,-0.2897573057420456,-0.6905608459331304,0.6954576060300467,0.0,0.47249893577472796,-0.7796050136701824,-0.11321979000221992,-0.43170259762900964,-0.8113114596657564,3.861599551860057,0.9150771921783847,-0.7171590007194856,0.20098650064059703,-0.19223226273338156,0.0,-0.2441773897488002,0.6997366740455303,3,0.006054939115202918,0.4092915910936164,0.02584802490045409,3,3,1.7309612449461362,-0.7130951716556825,-0.3789300327479652,-0.10778500740716919,-0.2777627167687017,-0.049294810442501176,0,-0.08281199525614229,-0.48615069424622664,-0.609753432864797,181500,12.109016442313738,-0.30586707608462094,0.7474760349738965,0.1580285599182663,0.47249893577472757,0.02584802490045415,-0.22322239430268218,0.3668551440697986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,0.07785110310938202,-0.35332808979531183,0.3754509257319145,0.25495320072161815,0.7397442288135339,0.29341234281564904,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
-1.7301328241075087,0.15278550959119255,-0.046481354919633004,0.2545901767017021,0.8089932439064584,-0.5605689323197035,1.0127118190681426,0.8452194360126071,0.5022963509093314,0.0,3,4,3,0.16737623117855355,-0.2897573057420456,-0.33415973861944676,-0.37191962973318077,0.0,-0.6528182972424692,1.329872793997535,-0.11321979000221992,0.815433490698291,1.133613272409687,-0.24470205493557656,0.9150771921783847,1.2931837358511546,0.20098650064059703,-0.19223226273338156,0.0,-0.2441773897488002,0.6997366740455303,3,0.9632824106320919,0.4092915910936164,0.7915746449090075,3,3,-0.7528338308686585,-0.038235490212017234,-0.3789300327479652,-0.10778500740716919,-0.2777627167687017,-0.049294810442501176,0,-0.08281199525614229,0.9770792822933991,0.14473945123558488,223500,12.317171167298682,0.8603230427408819,-0.21945869842775886,0.556355794086334,-0.6528182972424695,0.7915746449090076,-1.0050592292441711,-0.8365444689483658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,0.3833335811662784,0.9276184822975667,1.9799008539687102,0.0923623187857203,0.6299439017415742,-0.7892624123941773,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
-1.727761331186439,0.41129690358181514,-0.5425942007111498,-0.049463425387450195,0.8089932439064584,-0.5605689323197035,-1.7927574317359405,-0.6941134896375539,-0.5539678704929726,0.0,3,3,4,-0.5104283413626962,-0.2897573057420456,-0.08230295611777698,-0.8837613451284126,0.0,-0.5179118453310508,1.061925266464684,-0.11321979000221992,0.651211372197177,1.133613272409687,-0.24470205493557656,-0.9720769499403378,-0.7171590007194856,0.20098650064059703,-0.19223226273338156,0.0,0.44983027253027186,0.6997366740455303,4,0.8484151140500652,1.8216358138814481,0.967484814370432,3,3,-0.7528338308686585,-0.15071210378596145,4.090274133887623,-0.10778500740716919,-0.2777627167687017,-0.049294810442501176,0,-0.08281199525614229,-1.583573176650946,-1.364246316965179,140000,11.849404844423074,0.7280027368460369,-0.8199075440637269,0.14491406016605182,-0.5179118453310512,0.9674848143704321,1.73136969305104,0.6075350666734315,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,-0.007751129752715326,0.8021220939971894,-1.4295552435344812,0.31922518722132104,0.7734101872088434,-0.6765944827348631,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
-1.7253898382653692,0.15278550959119255,0.9457443366634007,0.7929439074595541,1.6153534748140348,-0.5605689323197035,0.9800900835936763,0.749011128159472,1.7280844596971905,0.0,3,4,3,0.5916316858432618,-0.2897573057420456,-0.20110332522233818,0.33030223590052155,0.0,0.08752198763726579,1.7853835908033815,-0.11321979000221992,1.7960061402991456,1.133613272409687,-0.24470205493557656,0.9150771921783847,1.2931837358511546,1.4900360466339542,-0.19223226273338156,0.0,1.837845597088416,0.6997366740455303,3,0.9249933117714163,1.8216358138814481,1.9712075460032656,3,3,0.847463667642887,0.6366241912316479,-0.3789300327479652,-0.10778500740716919,-0.2777627167687017,-0.049294810442501176,0,-0.08281199525614229,2.0745017646981183,0.14473945123558488,250000,12.429220196836384,1.5574679545934307,0.44981195558566633,1.151804381481277,0.08752198763726535,1.9712075460032659,-0.9724826944549424,-0.7402724999069127,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,1.452522254365416,2.248058741805885,0.5358959185555943,0.36318327561765945,0.3397643591283208,-0.8619831815657775,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
-1.7230183453442995,-0.10572588439943005,1.0077584423873402,0.76700992375195,-0.8037272179086946,-0.5605689323197035,0.7517379352724138,0.5084903585266344,-0.5539678704929726,0.0,3,4,3,0.7849315083828033,-0.2897573057420456,-1.2132824699931997,-0.7589219023490877,0.0,-1.0608280542428565,0.5991068098170325,-0.11321979000221992,-0.1936995273375401,1.133613272409687,-0.24470205493557656,-0.9720769499403378,1.2931837358511546,-2.3771125913461173,-0.19223226273338156,0.0,-0.9381850520278723,-0.9206365314474275,0,0.6569696197466874,0.4092915910936164,0.12932459517188022,3,3,-0.41943851867875315,-0.23105254205306444,-0.3789300327479652,11.247152617857632,-0.2777627167687017,-0.049294810442501176,0,1.2473859279444799,1.3428867764283055,0.8992323353359668,143000,11.870606902224589,-0.04981714970019076,-0.6622406692229647,1.1261359002306461,-1.0608280542428568,0.12932459517188033,-0.7118704161411127,-0.4514565927825532,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,-0.5364708033127283,-0.5513161806542922,0.9102675684775133,0.173255854903695,-0.8933848117573663,-0.7998458923046003,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True
-1.72064685242323,-0.8812600663712978,0.38761738514794425,0.04604517668055411,1.6153534748140348,-0.5605689323197035,1.1105770254915408,0.9895318977923097,0.6587799392652284,0.0,3,5,3,2.384048222119011,-0.2897573057420456,-0.6121526023241199,2.01875569949089,0.0,1.893952282743819,-0.7796050136701824,-0.11321979000221992,0.596470666030139,1.133613272409687,-0.24470205493557656,0.9150771921783847,-0.7171590007194856,0.20098650064059703,-0.19223226273338156,0.0,0.44983027253027186,0.6997366740455303,4,1.0781497072141186,0.4092915910936164,0.9364418432890041,3,3,1.372561284341988,0.20278582458929176,-0.3789300327479652,-0.10778500740716919,-0.2777627167687017,-0.049294810442501176,0,-0.08281199525614229,0.6112717881584927,-0.609753432864797,307000,12.63460628389302,0.6827122032325194,1.6338092902029582,0.2815579454956148,1.8939522827438187,0.9364418432890041,-1.1353653684010858,-1.029088407031272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,1.5146258350692905,1.2004367177331696,-0.02566155632728436,0.32960634050880744,0.3262693815112897,-0.13031646673094643,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
-1.71827535950216,0.15278550959119255,0.7426481404174982,0.09934398457618199,0.8089932439064584,0.3429796756956076,0.09930322578309222,-0.5498010278578513,1.0108680130659964,0.0,3,4,3,1.1037506962077617,-0.08462679961822513,-0.8521293479153336,0.2117047652601629,0.0,-0.037513260475756115,1.614871527827931,-0.11321979000221992,1.5389628243843585,1.133613272409687,-0.24470205493557656,0.9150771921783847,1.2931837358511546,0.20098650064059703,-0.19223226273338156,0.0,0.44983027253027186,2.320109879538488,3,-0.10881235746682376,0.4092915910936164,0.15001990922616545,3,3,1.2058636282470354,2.5647947096421198,3.367314636343631,-0.10778500740716919,-0.2777627167687017,-0.049294810442501176,0,0.5822869663441688,1.708694270563212,0.8992323353359668,200000,12.206077645517674,1.3882417742987443,0.34655807642120473,0.35469987554490917,-0.037513260475756455,0.15001990922616554,-0.060339720356538645,0.6075350666734315,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,1.2074648818582352,1.480530106113722,1.3782321308799124,-0.6451934903231874,1.6855087638789485,0.02955701894042984,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
-1.7159038665810904,-0.10572588439943005,-1.1007211522266063,-0.6629362813673281,0.8089932439064584,-0.5605689323197035,-1.270809664144483,-1.6561965681689046,-0.5539678704929726,0.0,3,3,3,-1.0526719993956961,-0.2897573057420456,0.8966120853038074,-0.2720480755097209,0.0,-0.31719736809698934,1.052181720008944,-0.11321979000221992,0.7868731222633146,-0.8113114596657564,-0.24470205493557656,0.9150771921783847,-0.7171590007194856,-1.08806304535276,4.613574305601153,0.0,1.143837934809344,2.320109879538488,3,-1.7169545096151972,0.4092915910936164,0.06723865300902454,2,3,-0.0026943784413714974,-0.7130951716556825,2.9894039899001803,-0.10778500740716919,-0.2777627167687017,-0.049294810442501176,0,-0.08281199525614229,-0.8519581883811331,0.14473945123558488,129900,11.774527900858468,0.8376819027807154,-0.11487640794946571,-0.9725850199236928,-0.3171973680969896,0.06723865300902465,1.2752982060018383,1.6665267261294163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,0.4169030842494539,0.9057930234627185,-0.33763793126221714,-0.42688516230741125,2.1309282263374887,0.2931788921022777,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-1.7135323736600208,3.5134336314692862,-1.1627352579505459,-0.4304247032991528,-0.8037272179086946,0.3429796756956076,-1.0098357803487545,-1.6561965681689046,-0.5539678704929726,0.0,3,3,3,1.0836675977620949,-0.2897573057420456,-1.0327059089542667,-0.15032961879987913,0.0,-0.13622529845972078,-0.7796050136701824,-0.11321979000221992,-0.8720082776682284,1.133613272409687,-0.24470205493557656,-0.9720769499403378,-0.7171590007194856,-1.08806304535276,4.613574305601153,0.0,-0.9381850520278723,2.320109879538488,3,-1.4106417187297928,-1.0030526316942152,-1.2934782460602292,4,3,-0.7528338308686585,-0.6488228210420001,-0.3789300327479652,-0.10778500740716919,-0.2777627167687017,-0.049294810442501176,0,-0.08281199525614229,-1.9493806707858523,0.14473945123558488,118000,11.678448377988165,-0.8380809106546752,0.00793501314833764,-0.48886411246279915,-0.13622529845972106,-1.293478246060229,1.0146859276880087,1.6665267261294163,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,-0.6875335671870177,-0.921569500174039,-0.9615906811320829,-0.9252600743810018,3.092744552614046,-0.4610718790634171,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
